text	readability
Dramatic irony [dramatic irony: An occasion where the audience knows more than the characters do. ] arises from the scenes involving disguise and deception. We, the audience, are aware that Lancelot is deceiving his old father, that Jessica dresses up as a boy, and that Portia and Nerissa are really Balthazar and his clerk. It's amusing because we know more than the characters on stage. As well as the main characters who people the various plots of the play, there are some 'commentator characters' like Solanio and Salarino, who fill in as narrators [narrators: Tellers of a story; the 'voices' in a text that describe or narrate the events of the plot; either characters in the story, or one ore more authorial voices who relate but take no part in events. ] and tell us about events we have not seen on stage. Some aspects of characterisation Shakespeare has left up to the play's director. For example, characters do not always tell us how they feel about something that has happened, so we have to rely on how they behave. Think about Jessica in Act 3, scene 2, when she arrives at Belmont with her new husband: how is she feeling? And how does Shylock react at the end of the trial scene (Act 4, scene 1)? A broken, grovelling Shylock would mean a very different ending from a defeated but defiant Shylock.	6
"As you read the play, it is important to imagine yourself watching and listening to the action. It is a drama [drama: A play or other performance in which events and dialogue are portrayed by actors on a stage; from the ancient Greek word for 'acting out'. Can also mean exciting or upsetting events. ], not a novel [novel: A long story that is published as a book. ]! Shakespeare provides us with very few stage directions [stage directions: Instructions written into the script of a drama to guide the performers' actions. ], so to help us imagine exactly what is going on, we need to picture each character's actions and reactions clearly. During the course of The Merchant of Venice we see comedy [comedy: A light-hearted drama that is played for laughs. ] and near-tragedy [tragedy: A type of drama in which characters undergo suffering or calamity, and which usually ends with a death. A sad or catastrophic event causing suffering or death. ]. We see three sets of lovers get together and almost see a man murdered on stage. There is much deception and disguise. The ending is full of celebration for most but despair for Shylock. So, what happens to create so many dramatic contrasts? How is the drama maintained and the audience involved? Various elements of the plot [plot: The sequence of events in a narrative; a story ] are woven together in such a way that we are often left on a mini cliff-hanger, wondering what will happen next. It's just like in a soap opera: we jump from place to place, picking up the story each time. ""'Nearest his heart'. Those are the very words."" There are frequent changes in tone [tone: The mood or manner of a text or part of a text. The author's 'tone of voice' or way in which they expect to be understood. The emotional load carried by a text. ] in this play. The dream-like, fairy-tale world of Belmont First there is tonal contrast [contrast: A description of all the differences between two things (in this case, two texts). ] between two places: the world of downtown Venice - a gritty, male world dominated by business, politics and conflictconflict: disagreements between different interest groups - and that of Belmont, which is a dream-like, female space in which thoughts of love and marriage prevail. Then there are the frequent changes of tone in the action of the play: the atmosphere changes from love or comedy to cruelty from scene to scene, sometimes even within scenes - so much so that it's often hard to decide whether we are watching a comedy [comedy: A light-hearted drama that is played for laughs. ] or a tragedy [tragedy: A type of drama in which characters undergo suffering or calamity, and which usually ends with a death. A sad or catastrophic event causing suffering or death. ] or something in between. Equally noticeable are the changes in pace. For example, Act 2 is made up of lots of short scenes that rush us through the story of Jessica and Lorenzo's elopement. In contrast, Act 4 is one long scene taken up almost wholly by the trial, in whose complexities and emotions we are quickly caught up. ""He was wont to call me usurer: let him look to his bond."" There is a lot of hostility between the Christians and the Jews of Venice, and this of course fuels the hatred between Shylock and Antonio. There is verbal abuse between the two groups. Shylock is keen to commit murder in the cutting out of the pound of Antonio's flesh. But the conflict is balanced to some extent by comedy. We can laugh at Lancelot's trick on his father, Gobbo, and at the bawdy jokes. Dramatic irony [dramatic irony: An occasion where the audience knows more than the characters do. ] arises from the scenes involving disguise and deception. We, the audience, are aware that Lancelot is deceiving his old father, that Jessica dresses up as a boy, and that Portia and Nerissa are really Balthazar and his clerk. It's amusing because we know more than the characters on stage. As well as the main characters who people the various plots of the play, there are some 'commentator characters' like Solanio and Salarino, who fill in as narrators [narrators: Tellers of a story; the 'voices' in a text that describe or narrate the events of the plot; either characters in the story, or one ore more authorial voices who relate but take no part in events. ] and tell us about events we have not seen on stage. Some aspects of characterisation Shakespeare has left up to the play's director. For example, characters do not always tell us how they feel about something that has happened, so we have to rely on how they behave. Think about Jessica in Act 3, scene 2, when she arrives at Belmont with her new husband: how is she feeling? And how does Shylock react at the end of the trial scene (Act 4, scene 1)? A broken, grovelling Shylock would mean a very different ending from a defeated but defiant Shylock. The act starts in moonlight and ends as morning comes. Why is this? Portia promises to the characters on stage that she will answer all things faithfully at a later time, but we never see this happen, leaving a few unanswered questions."	6
There are various types of love explored in the play. From which characters do we learn about the different sorts of love? Which type of love is shown to be the strongest in the play? What about the tensions in some of the relationships? What is Shakespeare telling us about the nature of love? You could also comment on the love of possessions: would you say that Shylock loves money? Yet the play is also full of hatred. Which proves to be stronger, love or hate? Do you think that the play provides an answer? (It is worth considering that some productions miss out the final act [act: In drama an act is a section of the performance, usually made up of a number of scenes. ] and finish the play at the end of the trial. How would that alter what the play shows us about love and hate?)	6
There are many instances in the play when all is not quite as it seems. We, the audience, are aware of the disguises and deceptions with which some of the characters are involved. It is clear that we should not judge by appearances! Do you think that it is fair to deceive others, even for 'honourable' motives? Are there any characters in the play who, in your opinion, take deception too far? We could also question the 'appearance' of the Venetians - they call themselves Christians (and so ought to follow the teachings of the New Testament, loving their neighbours), but the reality is that they own slaves and persecute the Jews.	6
Have a go at planning and writing your answer away from the computer, before coming back to check your answer against ours. To help you, print off the skeleton answer below and use it as a guide. Are there any similarities between Portia and Shylock? If so, what? Give reasons for your answer. Para 1 - Introduction: Underlying similarities Para 2 - Wealth, Lack of freedom Para 3 - Position of Women and Jews in Venetian society Para 6 - Conclusion: Love and Hate Once you've completed your own essay, hit Next to compare it with ours...	6
To put Much Ado About Nothing into perspective, you will need to know a little bit about William Shakespeare and why the play is still so popular over 400 years after it was first performed. William Shakespeare was born in Stratford-upon-Avon in 1564. His father sold gloves and became an important person in the town. William, one of eight children, was the eldest son, and probably educated at the local grammar school. He married when he was only 18 and his wife, Anne Hathaway, was eight years older than him. They had two girls and a boy (who died aged 11). Nobody knows how Shakespeare began to write, or when he entered the theatre. But we know he became a leading member of the theatre troupe known as 'The Lord Chamberlain's Men'. The company proved very popular, and later, when King James I granted it the right to perform at his court, became known as 'The King's Men'. Shakespeare wrote more than 30 plays for 'The King's Men', making it the most important theatre company in the country. He often wrote parts for particular actors, too. He was very successful and wealthy in his time, and his work has remained very popular ever since.	6
Much Ado About Nothing is one of Shakespeare's best-known plays. There are all sorts of reasons for this, but perhaps the main one is that the basic story still strikes a chord with modern audiences. The play is all about relationships between the sexes, and we meet two very different couples. One is exactly as we would expect a couple to be: they fall in love almost at first sight and appear ideally suited to each other. However, the man appears to be quite shallow and believes his wife-to-be has cheated on him. He leaves her, but is tricked into marrying her later on. The second couple are not together as a couple at all. They spend most of their time insulting each other, and both swear they will never marry. However, their friends trick them into falling in love, which they do, and they get ready to marry at the end. One of the most interesting ideas in the play is that the traditional couple are perhaps not really in love, but the odd couple are. The play contains two basic ideas which have been used in all sorts of films and stories. The first is that a couple have to overcome numerous obstacles before they can find true love. The second is that two very different people who start off arguing later fall in love, and everything ends happily. Because it is so popular, Much Ado About Nothing has been filmed a number of times and adapted for stage in all sorts of ways. For instance, there are versions set during the Second World War, one in India, and even a version with references to the mafia.	6
To put Much Ado About Nothing into perspective, you will need to know a little bit about William Shakespeare and why the play is still so popular over 400 years after it was first performed. William Shakespeare was born in Stratford-upon-Avon in 1564. His father sold gloves and became an important person in the town. William, one of eight children, was the eldest son, and probably educated at the local grammar school. He married when he was only 18 and his wife, Anne Hathaway, was eight years older than him. They had two girls and a boy (who died aged 11). Nobody knows how Shakespeare began to write, or when he entered the theatre. But we know he became a leading member of the theatre troupe known as 'The Lord Chamberlain's Men'. The company proved very popular, and later, when King James I granted it the right to perform at his court, became known as 'The King's Men'. Shakespeare wrote more than 30 plays for 'The King's Men', making it the most important theatre company in the country. He often wrote parts for particular actors, too. He was very successful and wealthy in his time, and his work has remained very popular ever since. Much Ado About Nothing is one of Shakespeare's best-known plays. There are all sorts of reasons for this, but perhaps the main one is that the basic story still strikes a chord with modern audiences. The play is all about relationships between the sexes, and we meet two very different couples. One is exactly as we would expect a couple to be: they fall in love almost at first sight and appear ideally suited to each other. However, the man appears to be quite shallow and believes his wife-to-be has cheated on him. He leaves her, but is tricked into marrying her later on. The second couple are not together as a couple at all. They spend most of their time insulting each other, and both swear they will never marry. However, their friends trick them into falling in love, which they do, and they get ready to marry at the end. One of the most interesting ideas in the play is that the traditional couple are perhaps not really in love, but the odd couple are. The play contains two basic ideas which have been used in all sorts of films and stories. The first is that a couple have to overcome numerous obstacles before they can find true love. The second is that two very different people who start off arguing later fall in love, and everything ends happily. Because it is so popular, Much Ado About Nothing has been filmed a number of times and adapted for stage in all sorts of ways. For instance, there are versions set during the Second World War, one in India, and even a version with references to the mafia.	6
In your coursework, you should be aware of the plot. Don Pedro wins a war against his brother, Don John, and arrives with his men to stay with Leonato, the Duke of Messina. One of Don Pedro's friends, Claudio, falls in love with Leonato's daughter, Hero. A wedding is arranged and, as a light-hearted joke, a group of friends plan to trick Beatrice, Hero's cousin, and Benedick, another soldier, into falling in love. However, Don John also has a plan: he wants to spoil the wedding, and manages to convince Don Pedro and Claudio that Hero has been unfaithful before she is wed. Don John's servant is arrested, and the plan discovered. However, Dogberry, the captain in charge, is so useless the message is not passed on. Claudio arrives on the wedding day and refuses Hero, calling her a prostitute. Her family are persuaded to pretend she is dead. Later, the men realise they were tricked - Hero was completely innocent. To compensate, Claudio agrees to marry someone else, even though he cannot see her face during the ceremony. Afterwards, he is delighted to find out that Hero is still alive and he has just married her. The other surprise is that the other plan works: Beatrice and Benedick actually fall in love and at the end she accepts his marriage proposal. This is just the basic story. There are lots of extra characters and details you can include. However, do not fall into the trap of retelling the story in your essay. You will get no marks for it, because the examiner already knows what happens. Instead, use the plot to support your work and ideas. Act I - Early in the play the stubbornness of Benedick and Beatrice plays a big part in keeping them apart.	6
In your work you need to show how different events fit together. This means you should know the basic storyline and what other parts of the plot are relevant to your task. Imagine you are writing about Beatrice and her relationship with Benedick. You can use details from the plot to set the scene for when they first meet. This shows you appreciate what Shakespeare was trying to do. We have some clues to Benedick's character before we see him, and as soon as Beatrice and Benedick are together they insult each other. There must be a reason for this. Then we find out that Beatrice knows him 'of old'. It also seems important that Benedick continues his insults about women after Beatrice has left. As far as women go, he will 'trust none'. We can use details like this to work out the relationship between Beatrice and Benedick. We are therefore answering the question given to us. Just remember that you should not write out the entire plot. You only need to show what is happening at key points in the play.	6
In your coursework, you should be aware of the plot. Don Pedro wins a war against his brother, Don John, and arrives with his men to stay with Leonato, the Duke of Messina. One of Don Pedro's friends, Claudio, falls in love with Leonato's daughter, Hero. A wedding is arranged and, as a light-hearted joke, a group of friends plan to trick Beatrice, Hero's cousin, and Benedick, another soldier, into falling in love. However, Don John also has a plan: he wants to spoil the wedding, and manages to convince Don Pedro and Claudio that Hero has been unfaithful before she is wed. Don John's servant is arrested, and the plan discovered. However, Dogberry, the captain in charge, is so useless the message is not passed on. Claudio arrives on the wedding day and refuses Hero, calling her a prostitute. Her family are persuaded to pretend she is dead. Later, the men realise they were tricked - Hero was completely innocent. To compensate, Claudio agrees to marry someone else, even though he cannot see her face during the ceremony. Afterwards, he is delighted to find out that Hero is still alive and he has just married her. The other surprise is that the other plan works: Beatrice and Benedick actually fall in love and at the end she accepts his marriage proposal. This is just the basic story. There are lots of extra characters and details you can include. However, do not fall into the trap of retelling the story in your essay. You will get no marks for it, because the examiner already knows what happens. Instead, use the plot to support your work and ideas. Act I - Early in the play the stubbornness of Benedick and Beatrice plays a big part in keeping them apart. Act II - Don John begins to formulate his plan to ruin Hero and Claudio's wedding day. Act III - Beatrice over hears a conversation suggesting Benedick is quite fond of her. Act IV - Hero, left at the altar on her wedding day, collapses in disbelief. Act V - The lies and deception unravel with the truth providing a happy ending. In your work you need to show how different events fit together. This means you should know the basic storyline and what other parts of the plot are relevant to your task. Imagine you are writing about Beatrice and her relationship with Benedick. You can use details from the plot to set the scene for when they first meet. This shows you appreciate what Shakespeare was trying to do. We have some clues to Benedick's character before we see him, and as soon as Beatrice and Benedick are together they insult each other. There must be a reason for this. Then we find out that Beatrice knows him 'of old'. It also seems important that Benedick continues his insults about women after Beatrice has left. As far as women go, he will 'trust none'. We can use details like this to work out the relationship between Beatrice and Benedick. We are therefore answering the question given to us. Just remember that you should not write out the entire plot. You only need to show what is happening at key points in the play. You can use the plot in all sorts of ways. Imagine you are discussing how love is presented in Much Ado About Nothing. In looking at these details, you are selecting parts of the plot which tie in best with your topic. Other aspects of the story, such as Dogberry's treatment of the prisoners, are not important, so you should ignore them. It all depends on your task. When you are using the plot you can pick incidents from right across the play, so long as they are relevant to your title. The plot is a very important element in your work, but only if you use it sensibly. If you end up just retelling the story, you are not making the most of your knowledge. After we have understood how to use the plot, we need to move to the characters.	6
There are over 20 named characters in Much Ado About Nothing, plus various other roles. However, you do not need to refer to many of them. Depending on your task, you might just focus on one or two. The starting point is to sort out who they are, how they develop, and how they relate to each other. Beatrice is unmarried and, because she is Hero's cousin, lives in Leonato's household. Right from the start, we see that she is clever, lively, and makes fun of lots of things. In particular, she makes fun of Benedick. She hints that she has already been in love with him, but spends a lot of the time publicly mocking him. She says she does not want to marry. This makes her seem very unusual, because in Shakespeare's day women were expected to. They were also expected to be quiet and polite, like Hero. Beatrice is not like this at all. She even turns down Don Pedro's proposal of marriage. He is a rich, powerful man, and this shows how unusual Beatrice is. She is independent and determined to stay that way. Beatrice is very loyal to Hero, and very strong and determined. Surprisingly, she is quick to believe Benedick is in love with her, and falls in love with him just as quickly. At the end of the play she seems truly happy - dancing with her husband to be. Those are the basic details of her character. We can now look at how to use these in your work. Knowing the facts about a character is only the start - we need to be able to use these effectively. One way to do this is to have details or quotations from the play to support our ideas.	6
Hero is Leonato's daughter, so comes from a wealthy and important family. She is typical of an unmarried Elizabethan woman, in that she is innocent and obeys her father. When in mixed company she is very quiet; she says more when with just women. Even when Claudio accuses her of being unfaithful, she says very little, and then faints. We can see just how passive she is when she later accepts Claudio as her husband. He has publicly humiliated her, yet she forgives him everything. Leonato is Hero's father. He is kind, protective of his daughter and friendly with Don Pedro. He is very pleased his daughter will marry, then shocked by the accusations against her. However, he is more worried about his honour than her. Leonato is determined to see Claudio pay for his behaviour, but then tricks him into marrying Hero at the end. Claudio is a traditional hero: he is young, brave, and falls in love with Hero at first sight. People like him and admire his courage. However, Claudio makes sure his bride is rich before he decides to marry her - is he really in love with her? He also seems to be immature, because he is easily tricked. He appears ready to believe rumours about Hero and treats her very badly at the church. When he thinks she is dead, he regrets his actions. However, he is then ready to marry someone else immediately afterwards. Don Pedro is the Prince and one of Benedick's best friends. He is confident, powerful and likes having fun. He helps Claudio by proposing to Hero. He later seems close to Beatrice, and even asks for her hand in marriage. However, we cannot be sure how serious he is. Don Pedro is the one who tricks Benedick and Beatrice, but in light-hearted way. Later in the play he appears very serious when he joins Claudio in insulting Hero. Don John is Don Pedro's illegitimate brother. In Shakespeare's time such people were seen as outsiders, even evil. Don John is no exception. He is largely silent and relies on his servant, Borachio, for ideas. When Don John speaks, he often talks about himself. And he spends his time plotting against Don Pedro and Don Pedro's friends. Don John is unpleasant and cunning. He knows how to spread rumours and destroy friendships. Dogberry is the leader of The Watch, an early police force. The entire force is made to look as silly as possible, making all sorts of mistakes and being useless at the job. Dogberry tries to speak in an impressive way, but says the wrong thing each time. He also acts like a clown. Dogberry does not know how to behave properly, so he exaggerates everything he does.	6
There are over 20 named characters in Much Ado About Nothing, plus various other roles. However, you do not need to refer to many of them. Depending on your task, you might just focus on one or two. The starting point is to sort out who they are, how they develop, and how they relate to each other. Beatrice is unmarried and, because she is Hero's cousin, lives in Leonato's household. Right from the start, we see that she is clever, lively, and makes fun of lots of things. In particular, she makes fun of Benedick. She hints that she has already been in love with him, but spends a lot of the time publicly mocking him. She says she does not want to marry. This makes her seem very unusual, because in Shakespeare's day women were expected to. They were also expected to be quiet and polite, like Hero. Beatrice is not like this at all. She even turns down Don Pedro's proposal of marriage. He is a rich, powerful man, and this shows how unusual Beatrice is. She is independent and determined to stay that way. Beatrice is very loyal to Hero, and very strong and determined. Surprisingly, she is quick to believe Benedick is in love with her, and falls in love with him just as quickly. At the end of the play she seems truly happy - dancing with her husband to be. Those are the basic details of her character. We can now look at how to use these in your work. Knowing the facts about a character is only the start - we need to be able to use these effectively. One way to do this is to have details or quotations from the play to support our ideas. Along with Beatrice, Benedick is the other central figure in the play. We can make the same sort of notes about his character as we did for Beatrice. There are a number of other characters you might want to look at. The following section gives a brief outline of their characteristics and relationships. Hero is Leonato's daughter, so comes from a wealthy and important family. She is typical of an unmarried Elizabethan woman, in that she is innocent and obeys her father. When in mixed company she is very quiet; she says more when with just women. Even when Claudio accuses her of being unfaithful, she says very little, and then faints. We can see just how passive she is when she later accepts Claudio as her husband. He has publicly humiliated her, yet she forgives him everything. Leonato is Hero's father. He is kind, protective of his daughter and friendly with Don Pedro. He is very pleased his daughter will marry, then shocked by the accusations against her. However, he is more worried about his honour than her. Leonato is determined to see Claudio pay for his behaviour, but then tricks him into marrying Hero at the end. Claudio is a traditional hero: he is young, brave, and falls in love with Hero at first sight. People like him and admire his courage. However, Claudio makes sure his bride is rich before he decides to marry her - is he really in love with her? He also seems to be immature, because he is easily tricked. He appears ready to believe rumours about Hero and treats her very badly at the church. When he thinks she is dead, he regrets his actions. However, he is then ready to marry someone else immediately afterwards. Don Pedro is the Prince and one of Benedick's best friends. He is confident, powerful and likes having fun. He helps Claudio by proposing to Hero. He later seems close to Beatrice, and even asks for her hand in marriage. However, we cannot be sure how serious he is. Don Pedro is the one who tricks Benedick and Beatrice, but in light-hearted way. Later in the play he appears very serious when he joins Claudio in insulting Hero. Don John is Don Pedro's illegitimate brother. In Shakespeare's time such people were seen as outsiders, even evil. Don John is no exception. He is largely silent and relies on his servant, Borachio, for ideas. When Don John speaks, he often talks about himself. And he spends his time plotting against Don Pedro and Don Pedro's friends. Don John is unpleasant and cunning. He knows how to spread rumours and destroy friendships. Dogberry is the leader of The Watch, an early police force. The entire force is made to look as silly as possible, making all sorts of mistakes and being useless at the job. Dogberry tries to speak in an impressive way, but says the wrong thing each time. He also acts like a clown. Dogberry does not know how to behave properly, so he exaggerates everything he does.	6
When we are talking about dramatic effect, we are basically talking about how we experience the play in a theatre. The first thing to bear in mind is that the play is not meant to be real, or even look real. In Shakespeare's time all the actors would have been men. Even Hero and Beatrice were men dressed up as women. There were also very few props or scenery. This meant people in the audience had to use their imagination. It is almost like watching a pantomime nowadays: we know it is not real, but that is part of its charm. Secondly, it is important to remember how people watch a play in the theatre. We cannot stop the actors to make a cup of tea, and there is no book to put down or DVD to pause. This seems obvious, but it is easy to forget. For instance, in Act 4, Scene 1 we witness the build up to Hero and Claudio's wedding. Hero and her friends know nothing of Don John's plot and what has happened beforehand. However, the audience knows Claudio plan to reject her publicly. She will be alone and when this happens - even her father wishes she was dead. A theatre audience naturally feels sympathy for her. This is exactly what dramatic effect is all about - how feelings are created.	6
Chaille Stovall is making a movie about the 2000 presidential election. His friend Zac Skipp is helping him. Chaille (pronounced shal-ee) is only 11 years old! Party Animals is the name of Chaille Stovall's latest movie. The movie is about the 2000 presidential election. For the movie, Chaille talked to the two main candidates. He talked to Texas Governor George W. Bush at the governor's home. Chaille also traveled with Vice President Al Gore on his campaign bus. Chaille has been making films since he was 8 years old. Chaille's first movie was Boyz in Tights. The movie explored what people think about boy ballet dancers. Chaille won two awards for the movie. Chaille Stovall (CS): I decided to do a documentary [a true story film] called Boyz in Tights. Then people at HBO [a cable TV company] saw it, and they said they wanted to show the film. CS: It's mostly about the 2000 election. The movie asks why a kid should care about politics. CS: Very surprising. George W. Bush said his daughters weren't so happy with him running in the election because they didn't want to leave their school or stay inside all the time. When I first went to speak to Al Gore in New Hampshire, he knelt down in the snow. It was sort of like he understood children. They both seemed like very nice men. Filmmakers have their own language. Here are some words they use and their meanings.	2
"If he wins the election, Gore will stay in Washington, D.C., where he now lives. Gore also lived in Washington, D.C., as a kid. His father was a United States senator. Gore also spent time as a kid in Carthage, Tennessee. In Carthage, Gore's family owned a farm. Gore helped take care of the farm animals. Gore says he believes the hard work he did on the farm will help him be a good president. He has chosen Senator Joseph Lieberman to run for the vice presidency. On Election Day, voters will decide who will become our president and vice president. Weekly Reader asked Al Gore some questions. Here's what he had to say: Weekly Reader (WR): Who is your hero? Why? Al Gore (AG): My father and mother were heroes for me. I really respected the way they lived their lives. AG: Mr. Popper's Penguins, by Richard and Florence Atwater. I thought it was very funny. AG: Yes. I want to protect the environment--the air, the water, the land, and the Earth itself. Full Name: Albert Arnold Gore, Junior Birthday: March 31, 1948 Place of Birth: Washington, D.C. Family: Married to Mary Elizabeth, who is called ""Tipper."" Children: Karenna, Kristin, Sarah, and Albert III. Grandchild: Karenna's son, Wyatt. Pets: Two dogs, Shiloh and Daisy"	2
Just where the mighty Amazon, a river located in South America, starts had been a mystery. But a team of explorers has found the answer. The team says the Amazon begins on a mountain named Nevado Mismi. The mountain is in the country of Peru and is 18,363 feet high. It is part of the Andes mountain range. Freezing temperatures, strong winds, and rocky land made the mountain trip difficult for the explorers. They traveled by foot, car, bicycle, and even horseback. Even though the trip was hard, the team is happy to have solved the mystery.	2
You probably know that exercise is good for your body. But would you run all the way across the country to show kids that exercise is healthful? During the summer, Stu Mittleman ran from California to New York in 57 days. Mittleman covered 3,000 miles, or about 52 miles a day, in his journey through 11 states.	2
Most of the world's penguins live in Antarctica. The map shows Antarctica. Look at the map. Then choose the correct answer to each question. The map shows Earth's southernmost continent, Antartica. A hole in the ozone layer opens above Antartica each year. 1. Which ocean is closest to the Prince Charles Mountains? Atlantic Ocean Indian Ocean Pacific Ocean 2. Which mountains are located near the South Pole? Transantarctic Mountains Atlas Mountains Rocky Mountains 3. The pacific Ocean is nearest which part of Antarctica? West Antarctica East Antarctica Queen Maud Land 4. Which sea is not shown on the map? Weddell Sea Ross Sea Red Sea 5. Which ice shelf is closest to the Weddell Sea? Ronne Ice Shelf Ross Ice Shelf Amery Ice Shelf	2
Animals that are too old to perform in zoos or circuses now have special places to live. They can live in retirement homes. Both Nevada and California have special places for retired animals. The animals have plenty of room to run and play. The animals have pools to swim in and trees to climb. Volunteers take care of the animals. All kinds of animals live in the retirement homes. At one home, an ostrich and a buffalo spend lots of time together!	2
In 1909, explorer Matthew Henson was one of the first people to reach the North Pole on foot. Henson, an African American, was honored by the National Geographic Society last fall. The society gave Henson's family the Hubbard Medal, which is the society's highest honor. Henson was an expert sled dog handler. He also learned to speak Inuit, the language spoken by people living near the North Pole.	2
On New Year's Eve, five sailboats took off on a high-speed race around the world. A sixth boat joined in the adventure, called The Race, on New Year's Day. The Race began in Spain, a country in western Europe. The teams on boats will try to sail around South America, Australia, and Africa. The finish line is in France, a country northeast of Spain. The teams hope to finish The Race in 65 days or less. They want to beat the world record, which is 71 days. So The Race should end sometime in March.	2
Arthur the aardvark will celebrate his 25th birthday later this month. To readers, Arthur will always be 8 years old. But Marc Brown has been writing and drawing the Arthur books for 25 years. Weekly Reader talked to Marc Brown about his work. Here's what he had to say. Marc Brown (MB): Telling bedtime stories to my son was one of my favorite things to do. So I decided to write and draw kids' books. MB: I try to make the stories fun to read. But I also write about things that are important to kids. MB: Read, read, read! That's a great way to learn how to put words together. And keep a journal.	2
Scientists studied how penguins move. Because they have short legs and big feet, penguins would get worn out quickly if they walked. When they waddle, penguins rock back and forth. The motion moves them forward easily. The scientists say that waddling could help some people who have trouble walking. Scientists may design new walking devices that move as penguins do.	2
What do birds and people have in common? Dreaming, scientists say. People often dream of events that happened during the day. Scientists say birds dream about singing. Scientists attached a special device to the head of a bird called the zebra finch. Scientists watched how the bird's brain acted while it was singing. Then they watched how the bird's brain behaved while it slept. The bird's brain acted the same way!	2
"Deitte (DEE-et) Curry's dog was having trouble breathing. Doctors said the 12-year-old dog was sick. The dog had a weak heart and needed an operation. Doctors put a pacemaker in the dog's heart. A pacemaker is a small device that helps the heart beat evenly. The dog's pacemaker came from a woman who had died. She wanted her pacemaker to help an animal. A pacemaker cannot be used again in a person, but a pacemaker can be used again in an animal. The dog is healthy now that it has the pacemaker. ""He's as good as new,"" Deitte said. ""He's a puppy all over again!"""	2
Many of the butterflies are from warm rain forests in places like Africa and Asia. So the temperature in the butterfly room is kept at 80 degrees Fahrenheit. Powerful lamps shine down from the ceiling like the sun shines in a rain forest. Visitors to the museum can walk along a pathway through the special room. The butterflies often land on the visitors. People get a close-up look at the butterflies.	2
The table shows how many calories are in some foods we eat. A calorie is a measure of how much energy you'll get from a food. Study the table. Then choose the correct answer to each question. 1. How many calories does an apple have? 65 Calories 95 Calories 80 Calories 100 Calories 2. Which food has 135 calories? Ham Milk Cheese Bread 3. How many more calories are in an ounce of cheese than in a spear of broccoli? 35 Calories 65 Calories 40 Calories 80 Calories 4. If you ate an apple and drank a glass of whole milk, how many calories would you have taken in? 100 Calories 230 Calories 145 Calories 255 Calories 5. How many fewer calories are in a slice of white bread than in a helping of ham? 50 Calories 70 Calories 65 Calories 100 Calories 6. Which food has 50 calories? Apple Broccoli Milk Bread	2
"Texas Governor George W. Bush or Vice President Al Gore will probably be our next president. The president will do things about education. Weekly Reader talked to the candidates about education. Here's what they had to say: Texas Governor George W. Bush, Republican: ""I hope every child becomes a good reader. I want to make America's schools the best in the world--places where you can learn and soar as high as your dreams will take you."" Vice President Al Gore, Democrat: ""We must [keep our promise] to provide all our children with a high-quality education. I will fight to make sure each and every child receives the quality education they deserve."""	2
People have been celebrating Earth Day since 1970. Earth Day was started by a man named Gaylord Nelson. Nelson was a United States senator from Wisconsin. He was worried about the damage being done to the planet. To celebrate Earth Day, people get together once a year to think about ways to protect Earth. But many people think that every day should be Earth Day. They say people should always work to to stop pollution and clean up the land and water. Cans, bottles, and newspapers can be recycled. That means these objects are put through a special process so they can be used again. Start a can recycling program at your school. Use the money you earn from returning the cans to buy new playground equipment or to have an Earth Day party. Paper is made from trees. You can save a tree by not wasting paper. Use both sides. Celebrate National Arbor Day on April 27 by planting a tree. This holiday encourages people to plant and care for trees. You can easily conserve, or save, water. Turn the faucet off while brushing your teeth and washing your face. Save electricity by turning off the lights when you leave a room. Do not leave a radio or TV on if you aren't using it.	2
The H.L. Hunley in the lifting sling. In 1864, the H. L. Hunley became the first submarine to sink an enemy ship. On its way back to shore, the sub disappeared. In 1995, a team of divers found the Hunley in the water off the coast of South Carolina. The sub was filled with 65,000 pounds of sand and water. In August, divers put 32 thick straps around the sub. The straps were attached to a steel frame that surrounded the sub. A huge crane lifted the frame and the sub from the water in only three minutes. Now scientists will clean and study the sub. Scientists hope to solve the mystery of the sub's disappearance.	2
The United States government recently said it will clean up the Everglades. The Everglades are wetlands in southern Florida. A wetland is an area of wet and spongy soil. Both pollution and construction have hurt the Everglades. A new law will now clean up and protect the Everglades. Over the next 36 years, the government will spend $8 billion to clean up pollution in the Everglades. • The Everglades take up about 2,344 square miles. That's about the size of Delaware.	2
Some experts say that computers can harm kids. They say kids can hurt their bodies while using computers. Some experts say kids can hurt their bodies if they use computers too much. For example, staring at a computer screen for a long time can hurt a kid's eyes. Many kids do not sit up straight while using a computer. Some kids do not have the proper desk and chair. That means kids have to stretch their arms and wrists to reach the computer's mouse and keyboard. Kids can hurt their wrists while stretching to use a computer. Experts also worry that kids are not getting enough exercise because of computers. Some kids would rather use a computer than play a sport or a game. Kids need exercise to stay healthy. Imagine a classroom filled with computers and students--but no teacher. That's what some experts think school will be like in 2010. They say that kids will eventually take all their classes Online. That means students will use computers and the Internet to connect with teachers and kids from all over the world. For example, a teacher in Africa might teach you a lesson about elephants! Technology experts say that kids' backpacks will be filled with the latest technology. Instead of notebooks and pencils, you might carry a laptop computer and an e-book reader!	2
